id,title,cast_name,director,original_language,spoken_languages,release_date,runtime,status,genres,keywords,production_companies,production_countries,profit,budget,revenue,popularity,vote_average,vote_count
1637,Speed,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Joe Morton', 'Jeff Daniels', 'Alan Ruck', 'Glenn Plummer', 'Richard Lineback', 'Beth Grant', 'Hawthorne James', 'Carlos Carrasco', 'David Kriegel', 'Natsuko Ohama', 'Daniel Villarreal', 'Simone Gad', 'Loretta Jean', 'Sherri Villanueva', 'Margaret Medina', 'Jordan Lund', 'Robert Mailhouse', 'Patrick Fischler', 'Patrick John Hurley', 'Susan Barnes', 'Rick Dano', 'Michael Sottile', 'Jane Crawley', ""Anne O'Sullivan"", 'Beau Starr', 'John Capodice', 'Thomas Rosales, Jr.', 'James DuMont', 'Antonio Mora', 'Patty Toy', 'Todd Gordon', 'Bruce Wright', 'Mark Kriski', 'Dagny Hultgreen', 'Richard Schiff', 'Joseph Carberry', 'Sandy Martin', 'Neisha Folkes-LeMelle', 'Jim Mapp', 'Milton Quon', 'Sonia Jackson', 'Carmen Williams', 'Paula Montes', 'Loyda Ramos', 'Julia Vera', 'Marylou Lim', 'Brian K. Grant', 'Barry Kramer', 'Robin McKee', 'Paige Goodman', 'Christina Fitzgerald', 'Tara Thomas', 'Cece Tsou', 'Michael N. Fujimoto', 'Richard Gelb']",['Jan de Bont'],en,['English'],1994-06-09,116.0,Released,"['Action', 'Adventure', 'Crime']","['bomb', 'airport', 'bus', 'bus ride', 'highway', 'bomb planting']",['Twentieth Century Fox Film Corporation'],['United States of America'],320448145,30000000,350448145,49.526736,6.8,1783
72570,The Vow,"['Rachel McAdams', 'Channing Tatum', 'Sam Neill', 'Scott Speedman', 'Jessica Lange', 'Lucas Bryant', 'Kristina Pesic', 'Dillon Casey', 'Wendy Crewson', 'Joey Klein', 'Joe Cobden', 'Jeananne Goossen', 'Shannon Barnett', 'Lindsay Ames']",['Michael Sucsy'],en,['English'],2012-02-05,104.0,Released,"['Drama', 'Romance']","['coma', 'amnesia', 'based on true story', 'memory loss', 'car accident', 'romantic drama']","['Spyglass Entertainment', 'Screen Gems']",['United States of America'],166114570,30000000,196114570,26.780961,7.0,1293
27569,Extraordinary Measures,"['Harrison Ford', 'Brendan Fraser', 'Keri Russell', 'Courtney B. Vance', 'Meredith Droeger', 'Diego Velazquez', 'Jared Harris', 'Patrick Bauchau', 'Alan Ruck', 'David Clennon', 'Dee Wallace', 'Ayanna Berkshire', 'P. J. Byrne', 'G.J. Echternkamp', 'Vu Pham', 'Derek Webster', 'Jana Lee Hamblin', 'Christopher D. Harder', ""Tra'Renee Chambers"", 'Lily Mariye', 'Sherilyn Lawson', 'Eric Martin Reid', 'Jeanine Jackson', 'Robert Blanche', 'Michael Shamberg']",['Tom Vaughan'],en,['English'],2010-01-21,105.0,Released,['Drama'],[],"['Double Feature Films', 'CBS Films']",['United States of America'],-15865707,31000000,15134293,6.487344,6.0,89
10637,Remember the Titans,"['Denzel Washington', 'Will Patton', 'Ryan Hurst', 'Wood Harris', 'Hayden Panettiere', 'Ryan Gosling', 'Nicole Ari Parker', 'Kate Bosworth', 'Donald Faison', 'Craig Kirkwood', 'Ethan Suplee', 'Kip Pardue', 'Earl Poitier', 'Burgess Jenkins', 'Marion Guyot', 'Neal Ghant', 'David Jefferson', 'Preston Wigasi Brant', 'John Michael Weatherly', 'Gregory Alan Williams', 'Brett Rice', 'Richard Fullerton', 'J. Don Ferguson', 'Krysten Leigh Jones', 'Afemo Omilami', 'Andrew Masset', 'Tim Ware', 'Tom Turbiville', 'Tom Nowicki', 'Jim Grimshaw', 'David Dwyer', 'Bo Keister', 'Lou Walker', 'Rhubarb Jones', 'Bob Neal', 'Dan Albright', 'Mike Pniewski', 'Sharon Blackwood', 'Paula Claire Jones', 'Kelly Cheston', 'Walker Jones', 'Ronald L. Conner', 'Courtney James Stewart', 'E.Y. Coley', 'John Wesley', 'B. Keith Harmon', 'Andy Francis', 'Stuart Greer', 'Derick Marshall', 'Kevin Dankosky', 'David Chandley', 'Scott Slade', 'Ric Reitz', 'Rory Griffin', 'Ryan Kowalske', 'Thomas Elliott', 'C. Stephen Browder', 'Jameel Jackson', 'Randy D. Patman Jr.', 'Jemal L. Webb', 'Shawn Cummings', 'Michael Rouby', 'Ray Stoney', 'Shanda Lee Munson', 'David de Vries', 'Matt Adams', 'Ryan Duncan']",['Boaz Yakin'],en,['English'],2000-09-29,113.0,Released,['Drama'],"['ku klux klan', 'american football', 'trainer', 'sports team', 'race politics', 'coaction', 'apartheid', 'sport', 'high school', 'racial segregation', 'racist', 'based on true story', 'american football player', 'xenophobia', 'head coach']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Technical Black', 'Run It Up Productions Inc.']",['United States of America'],106706683,30000000,136706683,25.996219,7.4,821
1669,The Hunt for Red October,"['Alec Baldwin', 'Sean Connery', 'Scott Glenn', 'Sam Neill', 'James Earl Jones', 'Joss Ackland', 'Richard Jordan', 'Stellan Skarsgård', 'Courtney B. Vance', 'Peter Firth', 'Tim Curry', 'Jeffrey Jones', 'Timothy Carhart', 'Larry Ferguson', 'Fred Dalton Thompson', 'Daniel Davis', 'Ned Vaughn', 'Anthony Peck', 'Ronald Guttman', 'Tomas Arana', 'Sven-Ole Thorsen', 'Rick Ducommun', 'Mark Draxton', 'Tom Fisher', 'Pete Antico', 'Anatoli Davydov', ""Ivan G'Vera"", 'Sven-Ole Thorsen', 'Boris Lee Krutonog', 'Kenton Kovell', 'Gates McFadden', 'Andrew Divoff']",['John McTiernan'],en,"['English', 'Pусский']",1990-03-02,134.0,Released,"['Action', 'Adventure', 'Thriller']","['submarine', 'cold war', 'russian', 'defection', 'jack ryan']","['Paramount Pictures', 'Nina Saxon Film Design', 'Mace Neufeld Productions']",['United States of America'],169200000,30000000,199200000,46.212155,7.2,957
132363,The Butler,"['Forest Whitaker', 'David Banner', 'Michael Rainey Jr.', 'LaJessie Smith', 'Mariah Carey', 'Alex Pettyfer', 'Vanessa Redgrave', 'Ami Ameen', 'Clarence Williams III', 'John P. Fertitta', 'Jim Gleason', 'Oprah Winfrey', 'John Cusack', 'Robin Williams', 'James Marsden', 'Alan Rickman', 'Minka Kelly', 'Liev Schreiber', 'Jesse Williams', 'Lenny Kravitz', 'Cuba Gooding Jr.', 'Terrence Howard', 'Jane Fonda', 'David Oyelowo', 'Yaya DaCosta', 'Stephen Rider', 'Nealla Gordon', 'Rusty Robertson']",['Lee Daniels'],en,['English'],2013-08-16,132.0,Released,['Drama'],"['white house', 'butler', 'biography', 'civil rights']","['Laura Ziskin Productions', 'Lee Daniels Entertainment', 'Follow Through Productions', 'Salamander Pictures', 'Pam Williams Productions', 'Windy Hill Pictures']",['United States of America'],90922175,25000000,115922175,32.105328,7.2,1101
9472,DodgeBall: A True Underdog Story,"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller', 'Rip Torn', 'Justin Long', 'Jason Bateman', 'Stephen Root', 'Joel David Moore', 'Chris Williams', 'Alan Tudyk', 'Missi Pyle', 'Jamal Duff', 'Gary Cole', 'Hank Azaria', 'Al Kaplon', 'Kevin Porter', 'Chuck Norris', 'David Boyd', 'David Hasselhoff']",['Rawson Marshall Thurber'],en,"['English', 'Deutsch']",2004-06-18,92.0,Released,['Comedy'],"['underdog', 'competition', 'bank', 'bar', 'ball', 'cheerleader', 'diet', 'wife', 'sport', 'gymnasium', 'pleite', 'fitness-studio', 'love', 'mail order bride', 'cheerleading', 'pirate', 'aftercreditsstinger', 'duringcreditsstinger']","['Twentieth Century Fox Film Corporation', 'Red Hour Films', 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG']","['Germany', 'United States of America']",147722310,20000000,167722310,41.156217,6.2,981
2907,The Addams Family,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd', 'Christina Ricci', 'Carel Struycken', 'Dan Hedaya', 'Jimmy Workman', 'Elizabeth Wilson', 'Dana Ivey', 'Judith Malina', 'Paul Benedict', 'Christopher Hart', 'John Franklin', 'Tony Azito', 'Mercedes McNab', 'Douglas Brian Martin', 'Steven M. Martin', 'Maureen Sue Levin', 'Darlene Levin']",['Barry Sonnenfeld'],en,['English'],1991-11-22,99.0,Released,"['Horror', 'Comedy', 'Fantasy']","['dead wish', 'vampire', 'black humor', 'uncle', 'eccentric', 'werewolf', 'macabre', 'loan shark', 'accountant']","['Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions']",['United States of America'],161502426,30000000,191502426,37.179547,6.7,848
9273,Ace Ventura: When Nature Calls,"['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi', 'Bob Gunton', 'Sophie Okonedo', 'Tommy Davidson', 'Adewale Akinnuoye-Agbaje', 'Danny D. Daniels', 'Sam Motoana Phillips', 'Damon Standifer', 'Andrew Steel', 'Bruce Spence', 'Tom Grunke', ""Arsenio 'Sonny' Trinidad""]",['Steve Oedekerk'],en,['English'],1995-11-10,90.0,Released,"['Crime', 'Comedy', 'Adventure']","['africa', 'indigenous', 'human animal relationship', 'bat']","['O Entertainment', 'Morgan Creek Productions']",['United States of America'],182385533,30000000,212385533,34.391792,6.1,1099
9880,The Princess Diaries,"['Anne Hathaway', 'Julie Andrews', 'Heather Matarazzo', 'Robert Schwartzman', 'Héctor Elizondo', 'Mandy Moore', 'Caroline Goodall', 'Erik von Detten', 'Sandra Oh', 'Patrick John Flueger', ""Sean O'Bryan"", 'Kathleen Marshall', 'Mindy Burbano', 'Elizabeth Gudenrath', 'Kimleigh Smith', 'Bianca Lopez', 'Shannon Wilcox', 'Greg Lewis', 'Hope Alexander-Willis', 'Tamara Levinson', 'Lenore Thomas', 'Erik Bragg', 'Meredith Shevory', 'Anita Marie Curran', 'Cassie Rowell', 'Todd Lowe', 'Joe Unitas', 'Joel McCrary', 'Clare Sera', 'Bonnie Aarons', 'Darwood Chung', 'Julie Paris', 'Jeff Michalski', ""Erin O'Reilly"", 'Steve Restivo', 'Brigitta Lauren', 'Jane Morris', 'Gary Combs', 'Marvin Braverman', 'Allan Kent', 'Robert Glaudini', 'Bill Ferrell', 'Joe Ross', 'Charles Guardino', 'Sparrow Heatley', 'Gwenda Perez', 'Barbara Marshall', 'Sam Denoff', 'Tracy Reiner', 'Daru Kawalkowski', 'Diane Frazen', 'Stanley Frazen', 'Barbara Nabozny', 'Ira Glick', 'Sol Rosenthal', 'Joe Allen Price', 'Willie Brown', 'Patrick Richwood', 'Terry Brown', 'James Brown Orleans', 'Rob Zylowski', 'Karl Makinen', 'Sunny Hawks', 'Kathy Garver', 'Erika Young', 'Ethan Sandler', 'Shan Elliot', 'Trey Carter', 'Bud Markowitz', 'Mark Thompson', 'Lily Marshall-Fricker', 'Brian Phelps', 'Charlotte Marshall-Fricker', 'Sandra Taylor', 'Tom Hines', 'Nicholle Tom', 'Patrick Noonan', 'Ali Gage', 'John Moran', 'Tanya DiFrancesco', 'Tonje Larsgard', 'Rueben Grundy', 'Gwen Holloway', 'Lori Sigrist', 'Terri Sigrist']",['Garry Marshall'],en,['English'],2001-08-03,115.0,Released,"['Comedy', 'Family', 'Romance']","['heir to the throne', 'grandmother granddaughter relationship', 'high school', 'princess', 'royalty', 'teenager', 'popularity', 'social outcast', 'based on young adult novel']","['Walt Disney Pictures', 'BrownHouse Productions', 'Bottom of the Ninth Productions']",['United States of America'],128335153,37000000,165335153,40.176265,6.5,1023
2925,The First Wives Club,"['Goldie Hawn', 'Bette Midler', 'Diane Keaton', 'Maggie Smith', 'Dan Hedaya', 'Victor Garber', 'Bronson Pinchot', 'Marcia Gay Harden', 'Eileen Heckart', 'Philip Bosco', 'Elizabeth Berkley', 'Jennifer Dundas', 'Sarah Jessica Parker', 'Stockard Channing', 'Stephen Collins', 'Rob Reiner', 'James Naughton', 'Ari Greenberg', 'Ivana Trump', 'Timothy Olyphant', 'Michele Brilliant', 'Dina Spybey-Waters', 'Adria Tennor', 'Juliehera DeStefano']",['Hugh Wilson'],en,['English'],1996-09-20,102.0,Released,['Comedy'],"['divorce', 'divorced woman', 'reunited friends']",['Scott Rudin Productions'],['United States of America'],90400000,26000000,116400000,10.704596,6.5,166
807,Se7en,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'John C. McGinley', 'Kevin Spacey', 'R. Lee Ermey', 'Richard Roundtree', 'Richard Schiff', 'Julie Araskog', 'Mark Boone Junior', 'John Cassini', 'Reg E. Cathey', 'Peter Crombie', 'Hawthorne James', 'Michael Massee', 'Leland Orser', 'Richard Portnow', 'Daniel Zacapa', 'Alfonso Freeman', 'Harris Savides', 'Andrew Kevin Walker', 'Richmond Arquette', 'Pamala Tyson', 'Emily Wagner', 'Shannon Wilcox', 'George Christy', 'Endre Hules', 'William Davidson', 'Bob Collins', 'Dominique Jennings', 'Allan Kolman', 'Gene Borkan', 'Mario Di Donato', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Lennie Loftin', 'Martin Serene', 'David Correia', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'James Deeth', 'Charles A. Tamburro', 'Charles S. Dutton', 'Arthur Max']",['David Fincher'],en,['English'],1995-09-22,127.0,Released,"['Crime', 'Mystery', 'Thriller']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']","['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",['United States of America'],294311859,33000000,327311859,79.579532,8.1,5765
17654,District 9,"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt', 'Sylvaine Strike', 'Elizabeth Mkandawie', 'John Sumner', 'William Allen Young', 'Nick Blake', 'Greg Melvill-Smith', 'Robert Hobbs', 'Vanessa Haywood', 'Kenneth Nkosi', 'Morena Busa Sesatsa', 'Themba Nkosi', 'Mzwandile Nqoba', 'Barry Strydom', 'Jed Brophy', 'Louis Minnaar', 'Marian Hooman', 'Vittorio Leonardi', 'David Clatworthy', 'Michael Huff', 'David James', 'Tim Gordon', 'Anthony Bishop', 'Anthony Fridjhon', 'Eugene Khumbanyiwa', 'Melt Sieberhagen', 'Andre Odendaal', 'Louise Saint-Claire', 'Norman Anstey', 'Nick Boraine', 'Brandon Auret', 'Jacques Gombault', 'Justin Strydom', 'Simo Mogwaza', 'Matt Stern', 'David Dukas', 'Daniel Hadebe', 'Bongo Mbutuma', 'Johnny Selema', 'Neill Blomkamp', 'Trevor Coppola']",['Neill Blomkamp'],en,"['Afrikaans', '', '', '', 'isiZulu', 'English']",2009-08-05,112.0,Released,['Science Fiction'],"['slum', 'street gang', 'mutation', 'south africa', 'johannesburg', 'dystopia', 'genetics', 'government', 'satire', 'alien', 'prawn', 'mockumentary', 'alternate history', 'racism', 'metamorphosis', 'xenophobia', 'internment camp', 'body transformation', 'alien technology', 'segregation']","['WingNut Films', 'TriStar Pictures', 'Key Creatives', 'Block / Hanson', 'Canadian Film or Video Production Tax Credit (CPTC)', 'The Department of Trade and Industry of South Africa', 'QED International', 'Province of British Columbia Production Services Tax Credit', 'District 9', 'New Zealand Post Digital and Visual Effects Grant']","['United States of America', 'New Zealand', 'Canada', 'South Africa']",180819611,30000000,210819611,63.13678,7.3,3382
11836,The SpongeBob SquarePants Movie,"['Tom Kenny', 'Clancy Brown', 'Rodger Bumpass', 'Bill Fagerbakke', 'Carolyn Lawrence', 'Jeffrey Tambor', 'Scarlett Johansson', 'Alec Baldwin', 'David Hasselhoff', 'Mr. Lawrence']",['Stephen Hillenburg'],en,['English'],2004-11-14,87.0,Released,"['Animation', 'Comedy', 'Family']","['ocean', 'sea', 'star', 'water', 'freeze', 'spongebob']","['Paramount Pictures', 'Nickelodeon Movies', 'United Plankton Pictures', 'Paramount Animation']",['United States of America'],110161792,30000000,140161792,27.870755,6.7,574
322,Mystic River,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Laurence Fishburne', 'Marcia Gay Harden', 'Laura Linney', 'Kevin Chapman', 'Tom Guiry', 'Emmy Rossum', 'Eli Wallach', 'Spencer Treat Clark', 'Andrew Mackin', 'Adam Nelson', 'Robert Wahlberg', ""Jenny O'Hara"", 'John Doman', 'Cameron Bowen', 'Jason Kelly', 'Connor Paolo', 'T. Bruce Page', 'Miles Herter', 'Cayden Boyd', 'Tori Davis', 'Jonathan Togo']",['Clint Eastwood'],en,['English'],2003-10-07,138.0,Released,"['Thriller', 'Crime', 'Drama', 'Mystery']","['child abuse', 'sexual abuse', 'loss of child', 'repayment', 'suppressed past', 'arbitrary law', 'boston', ""workers' quarter"", 'reference to sprite', 'child']","['Village Roadshow Pictures', 'Malpaso Productions', 'NPV Entertainment', 'Warner Bros.']",['United States of America'],131822020,25000000,156822020,31.242999,7.6,1422
70,Million Dollar Baby,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter', 'Lucia Rijker', ""Brían F. O'Byrne"", 'Anthony Mackie', 'Margo Martindale', 'Riki Lindhome', 'Michael Peña', 'Benito Martinez', 'Bruce MacVittie', 'David Powledge', ""Joe D'Angerio"", 'Marcus Chait', 'Tom McCleister', 'Erica Grant', 'Naveen', 'Morgan Eastwood', 'Jamison Yang', 'Susan Krebs', 'V.J. Foster', 'Steven M. Porter', 'Ming Lo', 'Miguel Pérez', 'Jim Cantafio', 'Ted Grossman', 'Ned Eisenberg', 'Marco Rodríguez', 'Mark Thomason', 'Brian T. Finney', 'Spice Williams-Crosby', 'Kim Strauss', 'Kirsten Berman', 'Jimmy Alioto', 'Jason Williams', 'Nina Avetisova', 'Michael Bentt', 'Bruce Gerard Brown', 'McKay Stewart', 'Jude Ciccolella', 'Kimberly Estrada', 'Sean LoGrasso', 'Maher McClung', 'Robert McMurrer', 'Michael Saglimbeni', ""Sean O'Kane"", 'Vladimir Rajcic']",['Clint Eastwood'],en,"['English', 'Gaeilge']",2004-12-15,132.0,Released,['Drama'],"['transporter', 'suicide attempt', 'strong woman', 'boxer', 'dying and death', 'stroke of fate', 'training', 'advancement', 'sport', 'female protagonist', 'boxing trainer', 'determination']","['Lakeshore Entertainment', 'Malpaso Productions', 'Epsilon Motion Pictures', 'Warner Bros.', 'Albert S. Ruddy Productions']",['United States of America'],186763646,30000000,216763646,70.456012,7.7,2439
9535,Analyze This,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Chazz Palminteri', 'Joe Viterelli', 'Molly Shannon', 'Kyle Sabihy', 'Frank Pietrangolare', 'Ron Madoff', 'Leo Rossi', 'Donna Marie Recco', 'Kresh Novakovic', 'Bart Tangredi', 'Michael Straka', 'Joseph Rigano', 'Richard S. Castellano', 'Max Casella', 'Bill Macy', 'Jimmie Ray Weeks', 'Tony Darrow', 'Gene Ruffini']",['Harold Ramis'],en,['English'],1999-03-05,103.0,Released,"['Comedy', 'Crime']","['new york', 'mafia boss', 'wedding', 'psychiatrist']","['Spring Creek Productions', 'Warner Bros.', 'Tribeca Productions', 'Baltimore Pictures']","['Australia', 'United States of America']",96885658,80000000,176885658,29.415229,6.4,503
11036,The Notebook,"['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands', 'James Garner', 'Sam Shepard', 'Joan Allen', 'James Marsden', 'David Thornton', 'Kevin Connolly', 'Starletta DuPois', 'Ed Grady', 'Jennifer Echols', 'Heather Wahlquist', 'Jonathan Parks Jordan', 'Cullen Moss', 'Traci Dinwiddie', 'James Middleton', 'Peter Rosenfeld', 'Obba Babatundé', 'Chuck Pacheco', 'Todd Lewis', 'Mark Johnson', 'Robert Fraisse', 'Barbara Weetman', 'Jamie Anne Allman', 'Rebecca Koon', 'Deborah Hobart', 'Sylvia Jefferies', 'Mark Garner', 'Scott Ritenour', 'Milton Buras', 'Elizabeth Bond', 'Matthew Barry', 'Nancy De Mayo', 'David Abrams', 'Taylor Engel', 'Bob Forrest', 'Paul Johansson', 'Bruce Williamson']",['Nick Cassavetes'],en,['English'],2004-06-25,123.0,Released,"['Romance', 'Drama']","['poem', 'river', 'sadness', 'fight', ""love of one's life"", 'dementia', 'class', 'secret love', 'tears', 'candle', 'mailbox']",['New Line Cinema'],['United States of America'],86603229,29000000,115603229,55.109138,7.7,3067
6557,27 Dresses,"['Katherine Heigl', 'James Marsden', 'Malin Åkerman', 'Judy Greer', 'Edward Burns', 'Melora Hardin', 'Brian Kerwin', 'Maulik Pancholy', 'David Castro', 'Krysten Ritter', 'Michael Ziegfeld', 'Peyton List', 'Jennifer Lim', 'Danielle Skraastad', 'Yetta Gottesman', 'Erin Fogel', 'Bern Cohen', 'Brigitte Bourdeau', 'Charli Barcena', 'Jane Pfitsch', 'Laksh Singh', 'Lyralen Kaye', 'Ronald Guttman', 'Ron Simons', 'Robert Clohessy', 'Michael Mosley', 'Alyssa Bresnahan', 'Ellen H. Schwartz', 'Jennifer Bassey', 'Alexa Havins', ""Richard O'Rourke""]",['Anne Fletcher'],en,['English'],2008-01-10,111.0,Released,"['Comedy', 'Romance']","['lovesickness', 'newspaper', 'bar', 'sister sister relationship', 'new love', 'wedding planer', 'witness', 'bride', 'bridesmaid', 'sister', 'music', 'romantic comedy', 'sibling rivalry', 'reporter', 'wedding', 'woman director']","['Spyglass Entertainment', 'Fox 2000 Pictures', 'Dune Entertainment III']",['United States of America'],130259319,30000000,160259319,30.695228,6.1,978
18126,Hannah Montana: The Movie,"['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment', 'Jason Earles', 'Taylor Swift', 'Lucas Till', 'Mitchel Musso', 'Moisés Arias', 'Vanessa Williams', 'Margo Martindale', 'Melora Hardin', 'Brooke Shields', 'Brandon Cyrus', 'Natalia Dyer', 'Jared Carter']",['Peter Chelsom'],en,['English'],2009-04-10,102.0,Released,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']","['double life', 'pop star', 'musical', 'tennessee', 'teenage girl', 'teen movie', 'teenager', 'hometown', 'famous']","['Walt Disney Pictures', ""It's a Laugh Productions"", 'Millar Gough Ink']",['United States of America'],120545279,35000000,155545279,13.788422,6.0,449
16340,Rugrats in Paris: The Movie,"['E.G. Daily', 'Susan Sarandon', 'John Lithgow', 'Tara Strong', 'Cheryl Chase', 'Christine Cavanaugh', 'Cree Summer', 'Kath Soucie', 'Michael Bell', 'Tress MacNeille', 'Casey Kasem', 'Debbie Reynolds', 'Joe Alaskey', 'Mako', 'Tim Curry', 'Julie Kato', 'Billy West', 'Julie Kato', 'Billy West']",['Stig Bergqvist'],it,['English'],2000-09-14,78.0,Released,"['Adventure', 'Animation', 'Comedy', 'Family']","['paris', 'invention']","['Paramount Pictures', 'Nickelodeon Movies', 'Paramount Animation']","['Germany', 'United States of America']",73,30,103,4.590277,6.0,100
10333,The Prince of Tides,"['Nick Nolte', 'Barbra Streisand', 'Blythe Danner', 'Kate Nelligan', 'Jeroen Krabbé', 'Melinda Dillon', 'George Carlin', 'Jason Gould', 'Nancy Moore Atchison']",['Barbra Streisand'],en,['English'],1991-12-25,132.0,Released,"['Drama', 'Romance']","['american football', 'trainer', 'twin sister', 'suppressed past', 'psychiatrist', 'extramarital affair', 'woman director']",['Columbia Pictures'],['United States of America'],44787599,30000000,74787599,3.845231,5.9,56
4476,Legends of the Fall,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond', 'Henry Thomas', 'Karina Lombard', 'Gordon Tootoosis', 'John Novak', 'Robert Wisden', 'David Kaye', 'Tantoo Cardinal', 'Paul Desmond', 'Christina Pickles', 'Kenneth Welsh', 'Bill Dow', 'Sam Sarkar', 'Nigel Bennett', 'Keegan MacIntosh', 'Eric Johnson', 'Randall Slavin', 'Doug Hughes', 'Sekwan Auger', 'Christine Harder', 'Charles Andre', 'Weston McMillan']",['Edward Zwick'],en,"['', 'English']",1994-12-16,133.0,Released,"['Adventure', 'Drama', 'Romance', 'War']","['brother brother relationship', 'montana', 'based on novel', 'world war i', 'journey round the world']","['Bedford Falls Productions', 'TriStar Pictures', 'Pangaea']",['United States of America'],130638883,30000000,160638883,26.952727,7.2,619
22947,Up in the Air,"['George Clooney', 'Vera Farmiga', 'Anna Kendrick', 'Jason Bateman', 'Melanie Lynskey', 'Sam Elliott', 'Amy Morton', 'J.K. Simmons', 'Danny McBride', 'Zach Galifianakis', 'Steve Eastin', 'Adrienne Lamping', 'Tamala Jones', 'Chris Lowell', 'Erin McGrane']",['Jason Reitman'],en,['English'],2009-09-05,109.0,Released,"['Drama', 'Romance']","['suitcase', 'business', 'omaha', 'on the road', 'downsizing', 'cross country', 'duringcreditsstinger']","['Paramount Pictures', 'Rickshaw Productions', 'Cold Spring Pictures', 'Montecito Picture Company, The', 'DW Studios', 'Right of Way Films']",['United States of America'],138670000,25000000,163670000,33.704181,6.7,1205
2755,About Schmidt,"['Jack Nicholson', 'Kathy Bates', 'Hope Davis', 'Dermot Mulroney', 'June Squibb', 'Howard Hesseman', 'Connie Ray', 'Harry Groener', 'Cheryl Hamada', 'Matt Winston', 'Len Cariou', 'James M. Connor', 'Jill Anderson', 'Mark Venhuizen']",['Alexander Payne'],en,['English'],2002-12-13,125.0,Released,"['Drama', 'Comedy']","['wife husband relationship', 'channel surfing', 'mullet', 'spiritual journey', 'life changing', 'pioneer village', 'family gathering']","['New Line Cinema', 'Avery Pix']",['United States of America'],75834556,30000000,105834556,19.925026,6.7,362
82654,Warm Bodies,"['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton', 'Rob Corddry', 'Dave Franco', 'John Malkovich', 'Cory Hardrict', 'Vincent Leclerc', 'Daniel Rindress-Kay', 'Chris Cavener', 'Aaron Janke', 'Serge Alain Cambronne', 'Robert Reynolds', 'John Topor', 'Ayisha Issa', 'Debbie Wong', 'Christian Paul', 'Patrick Sabongui', 'Clifford Leduc-Vaillancourt', 'Bineyam Girma', 'Chimwemwe Miller', 'Raphael Grosz-Harvey', 'Brent Skagford', 'Josée Laviolette', 'Jonathan Dubsky', 'Alec Bourgeois', 'Christine Rodriguez', ""Quinn O'Neill"", 'Arthur Holden', 'Abdul Ayoola', 'Dawn Ford', 'Angie Medrano', 'Rochelle Okoye', 'Patrick Sabongui', 'Sylvia Stewart', 'Diana Noris']",['Jonathan Levine'],en,['English'],2013-01-31,97.0,Released,"['Horror', 'Comedy', 'Romance']","['post-apocalyptic', 'dystopia', 'zombie', 'zombie apocalypse', 'interspecies romance', 'based on young adult novel']",['Summit Entertainment'],['Canada'],81980662,35000000,116980662,43.742241,6.4,2652
